mut_mnah,wt_nadh,wt_mnah
1.481965924520638e-07,0.0,1.6858739404357614e-07
0.4262995925836831,0.552477287453456,0.4184966795451404
0.5834488731448464,0.8154358042317403,0.40728895352703937
0.5886667513597863,0.6130586350010293,0.4460980768746369
0.5831392164807754,0.46231741339006394,0.46423038723924254
0.8048849178322746,0.5305177500619379,0.37901932224605134
0.6992095198716688,0.6874849343608758,0.4649833352189984
0.7177809623002529,0.6158654239160027,0.5446653450421723
0.7648267481744552,0.6980629276422674,0.3997121369364782
0.6409263006934744,0.6630867202227744,0.5740801296254109
0.7617949015540234,0.6996512902091797,0.5573949923760333
0.575700487378177,0.6862016571193692,0.482901634205697
0.596903386740142,0.6389228473271301,0.5320278364831491
0.7597401558729162,0.5665847408988293,0.674612225891912
0.7036870273532011,0.8114925456843195,0.8253362865959355
0.7898344140261346,0.5974833217490787,0.6291974621046428
0.687546989665414,0.9667520611886092,0.858396230207878
0.6087486034219414,0.7727604594257435,0.7752126241956321
0.7287505505023643,0.771535084461215,0.9070429762110443
0.7475079012783735,0.6973958823573213,0.9838755607627305
0.8054576991447675,0.8044180394901735,0.7212836247005485
0.6997375039556225,1.007928914725274,0.7913396203385388
0.7405346311751394,0.7102972312928486,0.6364451746999378
0.7384827512340106,0.8164381486184277,0.7507238903773691
0.7459479795466297,0.9315860660050325,0.6618653315992298
0.709115697412245,1.0993592691712606,0.8277663593035987
0.7059200448789807,0.7089801868489515,0.7512692189890079
0.7166549069665754,0.804280878152826,0.8624887237253781
0.6625857303748665,0.8212168553360131,1.0493314975067227
0.7896359283349085,0.8089210444809303,0.7704640370860745
0.6901860662868761,0.8349105365881059,0.8716986593734698
0.7161759196361669,0.8428858108488319,0.8415539750440089
0.6516060364260988,0.9534594594293924,0.9203981580373124
0.6833563482613702,0.7338080435175055,0.8923786883589383
0.6992350784213318,0.780208114276181,0.892014243833717
0.7605249847794902,0.7192487459797952,0.9529278583041049
0.7266450062478862,0.7538759948384922,0.962852001773426
0.7216485251921526,0.7686001491382584,0.9684657722254468
0.7506962634936648,0.8313403512568871,1.0520044169515064
0.7074319587323279,0.7677125086477637,0.9137919371810372
0.7706000410981672,0.8244251478138986,1.065841598653714
0.7001803313509077,0.7492962339943614,0.6306799599729721
0.8556450931288381,0.8892728961683998,0.8207136259426167
0.7947016545345685,0.8205220071729383,0.884189613674942
0.8811017095992919,0.8476556511183836,0.9615249000335695
0.8458284352597151,0.8274698688782561,0.8845168260682853
0.7946844076290938,0.834789750534842,0.8762268918197106
0.6743562914673894,0.8810169975859369,1.0113450894836784
0.8705265193789592,0.7253082070323575,0.9292898752201423
0.6281140941206561,0.7908249572686048,0.8967129628766429
0.7107236965211893,0.967364209810166,0.8642325209791486
0.7463821362568938,0.9379122466513625,0.7645046451419039
0.6791189023196708,0.9697351422884802,0.8395676516929225
0.7512545471670903,1.031448613920623,0.7542311016734988
0.6849696288932021,0.6882306845647638,0.7615331291811017
0.7666779203915536,0.7950499566195091,0.8959600460902768
0.8024021755596703,0.7062165038630421,0.9113909945235292
0.6747894539758224,0.9698085530076108,1.0838935294823429
0.7619262900604198,0.8477643315617089,1.0325187887054392
0.8177913037495648,0.8007900290714074,0.9683517849824165
0.8358208913890489,0.9573915005910524,1.072088284632034
0.6486409425061974,0.9052580551738967,1.0622107750143353
0.8178784781059851,0.9615364630968687,0.7898900871381704
0.8195332424679698,0.9805607643036616,0.9636894163683957
0.7073098467498982,0.6982587445658467,1.0883422388881536
0.7912367032648473,0.8131796676870021,0.9680765193209988
0.6493563238673552,0.9065244763884357,0.9064056454662299
0.7380400393018197,0.8344970238643286,1.0154570406103598
0.6498860402036288,0.7306409816987651,1.093983541692636
0.8577344661327936,0.7201247460285678,0.9517030721454011
0.797531143350351,0.8097999772410146,1.0041020152149696
0.7711146882621911,0.6392406133413024,1.1908422344592058
0.7201223964218219,0.7447501683234702,1.1301594739939589
0.824114182077125,0.9518294779492097,1.018775913902197
0.8512833122134469,0.7709263104134898,0.7967561585034705
0.8283671796935247,0.6694573225957867,1.0282379156603725
0.8617313359024866,0.6649323442965906,1.0532114788328368
0.6711516860251261,0.8603046796721742,1.015798761103783
0.8303240040677667,0.6028334286864047,1.0010929743993664
0.6907801782196848,0.721887590672845,1.1256220497723808
0.7135499791278074,0.7288342320793488,0.9397319058971075
0.7924024402801766,0.7600741061390738,0.9052280372277974
0.7393163312981754,0.9824706542668771,1.0078840348967661
0.8429633762832024,0.7967842299636958,0.8212025600698237
0.791757412947359,0.7325409072919323,0.9341223521650591
0.6274960898095086,0.7007243567744345,1.0394389263670567
0.8771615404117971,0.8874228789064053,1.02354774285469
0.7817619547968935,0.8866060002351174,1.0052585093601334
0.8140518105698825,0.7955839119123461,1.0083184720454348
0.6992467351555323,0.7729321129086987,0.9102618719263827
0.7294955601104011,0.7860763787219407,0.9830989393716884
0.7949799547227091,0.7512638994597544,0.7842126538893331
0.8225289456555299,0.7231666351705031,0.9129826080682077
0.7199614270316913,0.7854152259266468,0.9841485956884428
0.6823868913968666,0.7271911043232155,0.9391191285300374
0.7678029601442777,0.7810883306954163,0.9462978959016057
0.8832089038008542,0.57944329954188,1.1189200997580755
0.7011939753106098,0.6721024277222355,0.9926433712547197
0.7383084660025692,0.7276564890336538,1.0236678363199758
0.853370237138167,0.8209717550051181,0.9602275669451107
0.796472250534953,0.5640281127315198,1.0328906686243196
0.8523357552679744,0.7405374781180267,0.7124436462755379
0.739653217162427,0.6497720221798698,0.8933544216750938
0.7111493948109162,0.7974176176051924,1.0868085359570003
0.6941584712419008,0.832473295148427,0.9299335168295378
0.7630013749159051,0.7473403568781457,1.0063088058242744
0.7737393872224364,0.7793258614206001,0.8601470452369945
0.8551751629797246,0.8557670038263764,0.8513947201540619
0.7296269005102589,0.7282566336575134,0.9125544144738642
0.795646590829973,0.7640188409617813,0.9694226814403812
0.8487230971140863,0.6549412013591448,0.8888655073285314
0.7783870348802575,0.6353383708642425,0.8699223374314238
0.7136691982820246,0.7436503075580068,0.9176546380660604
0.6796325005418461,0.792856553912646,0.856359448114125
0.7406748105836422,0.8357898338837969,0.8704482877647806
0.7973821313531635,0.7390371887794455,0.9108375924749698
0.724267998053539,0.8784589941353403,0.9295354094856397
0.7514722696515401,0.8579074215083294,0.8867860549600355
0.8220869504976549,0.7032041775388975,0.8469346749106077
0.7488718833534017,0.6719339677905479,0.8140096948296688
0.815851748491459,0.669577370437944,0.8172751468103181
0.8229155437644894,0.9359977319097885,0.8395669073086595
0.7769586419097896,0.7414878667975435,0.8905848349674247
0.7184268981685625,0.9412764222338946,0.9085394421067412
0.6290970597979517,0.6380665443477709,0.7992933597917923
0.6615693287150445,0.8764859631584374,0.8242286876001061
0.5973964947944576,0.7301516835012228,0.8187653351532913
0.7839233594782727,0.7864813868309143,0.9111253068477612
0.729775784254968,0.8347975680264906,0.8894610989922127
0.6952310980655998,0.7880837329596844,0.8872845814662315
0.8280396104902198,0.8486133763399751,0.8573010886511508
0.673534196074858,0.6328733176547802,0.8661024871509799
0.7450082163471322,0.6427738158694487,0.7786930698151631
0.7383624963302243,0.7950762572533138,0.855876223880311
0.8303705822311166,0.6902212862603857,0.9006507733425985
0.6856893457368676,0.6926974382201221,0.8509300791766505
0.737435916697257,0.861238945123983,0.8710878432752587
0.7754915714270076,0.6895397519599793,0.8829491661241553
0.7674675845234278,0.6303783641379807,0.8971686398791073
0.7409049602229711,0.784371462616735,0.9712334395988889
0.7616715389971586,0.7885155937164295,0.9035668009740829
0.6320698224373503,0.841372543690775,0.8530987073903431
0.6769713024490417,0.8615329647514851,0.9275628861804718
0.702374842795994,0.8432343147527465,0.9079515440468663
0.5407118071343098,0.7601434668485195,0.8560765786296264
0.688654551348093,0.8332533255799058,0.8601381895048198
0.6288575290477648,0.7272963771576104,0.9400097990288718
0.7911706404632595,0.8164616485722545,0.8933824502570493
0.8258002374125015,0.7380668612290758,0.946703777788814
0.6377925878207562,0.8213747874935524,0.882939055793965
0.6751488319761144,0.8059786917992631,0.8469442958194023
0.6193616836855511,0.622323204416517,0.9489544400523203
0.6674544016456707,0.7772335672372077,0.7991569861257457
0.8080411146365817,0.7376111062814996,0.802163810841792
0.7308260894420606,0.6632230550880829,0.9498541685989342
0.7519117756543844,0.8433352893598717,0.8723933390840596
0.6825814139318216,0.9419185495464057,0.8337497296492902
0.7399872387347753,0.829376383929332,0.8210919452344605
0.6965290306328786,0.8134911891810636,0.9177785265344115
0.7474687377526578,0.801502415015982,0.743610707610412
0.8050487121894354,0.8043941920428895,0.9001794916413847
0.6796598987156108,0.8800474046040949,0.8533288878993176
0.6578653351337472,0.7517799388378545,0.8383966281184717
0.872909358980305,0.9004832573024025,0.8755074690420086
0.714539623607768,0.7220976624935236,0.8359371115377335
0.7309156447415638,0.7366724985085977,0.7745434575306303
0.7554892157340976,0.8289660403205293,0.8066035506241672
0.7085978530182091,0.8670787494543367,0.8693096140171447
0.8965998319079092,0.763209051654989,0.8449035958342842
0.7205792313604614,0.6369471283623507,0.9338704544863239
0.7945254033468792,0.7699521342816446,0.7683984349303319
0.6130605792862945,0.7618092174327432,0.851297826769633
0.5871863182819607,0.6993676009229381,0.8729060194862684
0.7454081361665656,0.7487549581345284,0.7993387858756069
0.7282473695323317,0.836987927660326,0.8022427376086574
0.8472183757901353,0.6928517687565401,0.8397173617686388
0.6507546640523344,0.7289624365726916,0.8080761776862455
0.7156698125202868,0.7168833918474303,0.7992594275696046
0.6392323870688926,0.8180971810728216,0.8249544413259896
0.8400109354106976,0.690005867260639,0.7731712595942581
0.6500168946740322,0.7450427098477057,0.8505457449323349
0.6991554813799312,0.7499903181746681,0.845168577342301
0.7501770942429357,0.8102432742418032,0.8784929069964652
0.7678628499577728,0.9122339274790632,0.8453436374071334
0.780241226805137,0.7818319685672946,0.8415564372995658
0.7008354792698452,0.780126801405226,0.9388073495146196
0.7381617959359963,0.7337050936307064,0.919541505360485
0.798711286310236,0.8061691520725419,0.8709610842633883
0.6781365686926153,0.7652914232692103,0.8597205423247806
0.6896727781364571,0.9272881993067134,0.9232196446250663
0.7573612502337129,0.8413447566264926,0.8117463910504908
0.6995201469836066,0.8428747356384704,0.7829483521814505
0.6755006647823631,0.8436428188266087,0.917089549491956
0.6919824576719379,0.7726947228438367,0.8331858422328543
0.7196718955968622,0.7980471604807894,0.8495370101937638
0.6562199758539221,0.7666124449137077,0.8495063062847585
0.8354872584725335,0.8305715434173595,0.7094848690341279
0.6971555325483182,0.8895276927751972,0.923333601467509
0.80123214655185,0.6362198984613199,0.848496139728597
0.7148346018172012,0.7782368544293597,0.8740556155152029
0.8607520853902899,0.71329106295572,0.8963373530158433
0.7912212308236986,0.6454830855744498,0.8784349739097895
0.8377074198187738,0.661428270039558,0.8053548810019954
0.9240105685012888,0.71353098394077,0.7264921457385384
0.9838637625423444,0.8280575026167801,0.8726332872375573
0.696806434586787,0.6955586035127027,0.8242593308695012
0.9432277551213044,0.8143707692153387,0.8099854658698363
0.6718494612076111,0.756680791049332,0.8974837401662709
0.687120965015879,0.7254967492272509,0.8756265079971509
0.5827759356638001,0.7959983172460842,0.8882994777477754
0.6913149530675227,0.9286605453063109,0.7361623475481263
0.704355694310079,0.7398367401553001,0.8480930579206203
0.6551079541563151,0.7500331238288354,0.8845737167610731
0.5488259843147819,0.9162940485210711,0.8691276020308306
0.7118425695976219,0.6471888535327263,0.825280569615188
0.7037646031864613,0.6850125758956429,0.7922838234454009
0.6935529424756499,0.7382161639459642,0.8930589196834904
0.7037511308254667,0.6322816956810069,0.7548779054846063
0.8237476875496449,0.914911667056345,0.8716036327181855
0.6391054286921006,0.4535826738855724,0.845315621426781
0.8411445298620875,0.6997747940289002,0.7847109369426625
0.6646090518493145,0.7688621324950888,0.8893176964386688
0.808338159542063,0.858956556422168,0.7307235380832547
0.7896437805386808,0.8008082411187883,0.9205582995118806
0.6650164209991656,0.8052611737736174,0.8415708717875373
0.6326133882733392,0.8071004874022553,0.9035422219648329
0.5426116796047136,0.6746690494851988,0.7692672316726081
0.7285039491954752,0.7751663770511219,0.8434846592132526
0.640230159259856,0.7851061483749365,0.8805367448135143
0.7341603666177974,0.7089419913373746,0.8571950318469344
0.8254896430109547,0.6521242471603547,0.8009032379847814
0.772692953150362,0.7024838332321142,0.7518085840502802
0.8634287147953775,0.7620816838742864,0.8510712150997265
0.7067627618844723,0.596580752929369,0.8575995103570081
0.8228965513291722,0.7320034708315424,0.8811582299151149
0.7686961989110543,0.7862151039509714,0.9043416071327337
0.6104929408687626,0.9390224034965132,0.7504186689681858
0.7577566210852982,0.7527330075370205,0.8603630328208318
0.6679336122966608,0.8694757314568152,0.9060158529624828
0.8015831171137279,0.8934486715857543,0.7964376325321021
0.6354924811445661,0.6223869711957762,0.8393610512873195
0.8286133828229779,0.7745431583410267,0.8804315894889249
0.7311207029103189,0.764825709337499,0.8879289368599635
0.8042685868770618,0.8359759478388925,0.7681630962427373
0.830689292607817,0.7218962651540335,0.7686819644338873
0.811344408410111,0.7185042058477344,0.8066260893803991
0.7024565736530751,0.8736337206994524,0.7422075131307408
0.8219508889958782,0.7288251722738709,0.8288886754039076
0.7235510032942899,0.8074869283593983,1.047785102257301
0.8505141528246055,0.752190433159059,0.9380392842806137
0.7600644622558037,0.7892177550548911,0.8696322639897313
0.7560833721617913,0.7313522876214368,0.8658523191255789
0.7356200419577373,0.7839086508712959,0.766733715860641
0.678259425515947,0.7415149275757634,0.7536119939149801
0.6869267740003631,0.7763583456371624,0.8347090092960918
0.7402573107401063,0.8147179418546346,0.856363639807881
0.7719687377228541,0.7917259753477188,0.7580869831652352
0.7820383642113146,0.729043966276907,0.7743365190411018
0.7802732118249875,0.71993737042974,0.8820453880640248
0.7311989860101256,0.9034879549122093,0.8276299091619972
0.770251604263128,0.7675075995791357,0.8942312982134858
0.7126886221675344,0.7291150109195564,0.8525887835555346
0.7980025163385944,0.7997837483062556,0.8042170117816259
0.7436969521258371,0.739002913931063,0.7376506729894877
0.7038127550181827,0.8065033745067107,0.7772871657731494
0.5820408809038352,0.7541684887542631,0.8724035021961879
0.7262550584256924,0.8892802307590773,0.8222403906394463
0.8639608031859201,0.7625322105348717,0.9337753362889135
0.8057375811345169,0.7384254497036531,0.9333361627327935
0.7912124080146012,0.7435134223605075,0.9241731946783615
0.7452697732238546,0.8268094276179148,0.8688093489012414
0.7100269182437928,0.6903308173369923,0.8739113968594198
0.8178273295891083,0.8008535060552392,0.7582282399528266
0.6953501024184379,0.8407248138299358,0.7446214837555274
0.7033822796684744,0.9189308393683678,0.8194459993984013
0.8370994441271572,0.7360274953746957,0.8336740922564279
0.6140836718816597,0.7813870890213305,0.7655714073078111
0.6993237391088047,0.8567763507840612,0.8028172430563498
0.7684659387981367,0.7836817401604715,0.7632357689463293
0.8268453448743095,0.7763639771685532,0.8326788179613616
0.8743131921938079,0.7092966685892628,0.8633649774958788
0.7964757141413468,0.8431310459400537,0.7303550964489125
0.8758486669650919,0.8432351258598294,0.8709848100960607
0.7148808783344944,0.7359076290285022,0.8167277467602747
0.6865159332225542,0.7725233247716222,0.9577620439073097
0.8225069537176847,0.7855868745473673,1.0975334225072497
0.7321393250194016,0.7054033527766054,0.8037524903694822
0.7220188580708211,0.7077168870811995,0.8594512483529184
0.781110672835418,0.7348413912382621,0.8856672465972072
0.8309990578232813,0.8435604818241503,0.8256751516986625
0.7560477859528687,0.7871918403117163,0.8686752829938236
0.7335827186443045,0.7714661167075308,0.789376718883144
0.7558015706982171,0.806805350434975,0.8979617433442417
0.8464515500868953,0.7203049581711387,0.838853551283335
0.7695318694798376,0.8867241070197857,0.7488066795111166
0.7698192087759336,0.7391438724992976,0.8753445041004283
0.7169457947045852,0.6918634078645088,0.8427140378408485
0.6971668386578174,0.8713872879534414,0.8845281639720731
0.7890956049679594,0.8411702394661063,0.8491316497952228
0.8354298382721959,0.7769273169981846,0.6950511936076974
0.7720804945160444,0.7934543136135925,0.8569542444179754
0.8045983439041973,0.7808565395731657,0.8282829806234796
0.7890765852039214,0.814000521522576,0.8848661158697451
0.8541998958780549,0.8440347301028748,0.8013523810327837
0.680780980566315,1.0567916716984047,0.9427350708541699
0.7935877207993758,0.8099350984639369,0.8981053031913729
0.6412727620619566,0.7998798922292765,0.7563599960365706
0.6917587385998918,0.8070674828402146,0.8792627532035566
0.7829912350206347,0.7974341850909116,0.9439289319759143
0.7093738055269034,0.8004166599703387,0.8040670069360499
0.6746914859041283,0.778724957435431,0.8094488152570566
0.7384679323802035,1.0043230253060305,0.855412360118701
0.7434605305392716,0.8981686480522685,0.8500140679894265
0.6657215023597242,0.7787684187931962,0.8203131986288545
0.6433470339505568,0.7647492898864625,0.8233541278200056
0.6837910821559497,0.7830316721925418,0.8793327179539993
0.7602927476709131,0.6713771442039878,1.0115960530185375
0.7414869657038855,0.7543211178090818,0.7452296827894548
0.5375832703089303,0.7611996878675612,0.8150967821151562
0.628060913318074,0.7812569555374479,0.8401006950302763
0.8221555655076217,0.7367660153279251,0.7702990914806088
0.785262111641688,0.7946994823157661,0.8367494171912581
0.6806889435347216,0.8110024656267233,0.8370549590998378
0.6125813066249578,0.897096713464916,0.7178897828809907
0.6850656146155253,0.782493020486982,0.8198038926322168
0.7201759660543056,0.6909746396697831,0.9824449573446865
0.7620250661350156,0.8176121416800758,0.8701340401344609
0.7587939971704717,0.8435902680696789,0.80794679859596
0.8195953214537038,0.7194074457403826,0.7685523220274945
0.7312519262837568,0.6891317421923844,0.8311628236673726
0.6621884987734001,0.8235464380310097,0.8659736335588558
0.7797272507675393,0.7657050752485924,0.8453264236560186
